Cycle,Genotype,diff,lwr.ci,upr.ci,pval,se,sd,mean,median
Light_1,nr4a2a KO,-2.93144487635431,-5.41840452092363,-0.444485231784999,0.020543321977172947,0.7375571113917276,8.079533347151996,6.941121495327103,3.8
Light_1,nr4a2b KO,1.43470635559131,-1.02912969972378,3.8985424109064,0.37020643043768126,1.1969448296456515,13.111873665722031,11.307272727272727,6.95
Dark_1,nr4a2a KO,-4.37792486583184,-6.63313681930438,-2.12271291235931,7.20488352274895e-5,0.7771886230753058,8.513674805894501,16.592307692307692,18.700000000000003
Dark_1,nr4a2b KO,-4.69906138696836,-6.90582596148716,-2.49229681244957,1.6110247728851057e-5,1.0878755968507219,11.917080083090728,16.271171171171172,16.9
Light_2,nr4a2a KO,-5.7651254548937,-8.03751853139957,-3.49273237838783,2.0723063176575351e-7,0.5592857127780675,6.126668019578058,5.827826086956522,3.7
Light_2,nr4a2b KO,-0.317527813036662,-2.57066620872031,1.93561058264699,0.9354073128587708,1.10533537499984,12.108342369916885,11.275423728813559,8
Dark_2,nr4a2a KO,-7.10811449579832,-9.2872089514798,-4.92902004011684,3.439115658920855e-11,0.8355936326294895,9.153469629977124,13.265546218487396,14.9
Dark_2,nr4a2b KO,-3.1574213980464,-5.34864519121267,-0.96619760488013,0.0036604656869454466,1.0406728297592267,11.39999967683724,17.216239316239317,19.3
Light_3,nr4a2a KO,-4.7230504587156,-7.10510624361879,-2.3409946738124,5.739930118329184e-5,0.6993585120890233,7.66108865708815,5.6375,2.6
Light_3,nr4a2b KO,3.71370696702698,1.19127852078738,6.23613541326657,0.0032374798857522924,1.1984953437994288,13.12885869727713,14.074257425742575,10.5
Dark_3,nr4a2a KO,-6.46137740624281,-8.64180749300463,-4.28094731948099,1.2519545400380139e-9,0.7796342984292484,8.540465837088277,13.757627118644068,15.75
Dark_3,nr4a2b KO,-3.4442297501121,-5.66902922340159,-1.21943027682262,0.0020368662477570076,1.0804007873543322,11.8351976476062,16.774774774774773,18.3
Light_1,WT,NA,NA,NA,1,0.5077001504880981,7.865256910829614,9.872566371681415,7.8
Dark_1,WT,NA,NA,NA,1,0.379782317148205,5.8835623579962455,20.970232558139536,20.8
Light_2,WT,NA,NA,NA,1,0.5202671327558692,8.05994376297026,11.592951541850221,10.6
Dark_2,WT,NA,NA,NA,1,0.40691230876190154,6.30385838080662,20.373660714285716,20.3
Light_3,WT,NA,NA,NA,1,0.5212025401179123,8.07443503151071,10.360550458715597,8.05
Dark_3,WT,NA,NA,NA,1,0.40903989999947554,6.336818882529264,20.219004524886877,20
